TRIAL_INDEX,VIDEO_NAME,BLOCK,PIXEL_SURFACE,COLOR,SHAPE,FREQUENCY,DISPLAYED_FRAMES,DROPPED_FRAMES,MAX_SNR,FREQUENCY_SAMPLED_AT,MEAN_GAZE_DISTANCE,AVERAGE_GAZE_DISTANCE,VARIANCE_GAZE_DISTANCE,MEAN_GAZE_ANGLE,AVERAGE_GAZE_ANGLE,VARIANCE_GAZE_ANGLE,MEAN_X,X_AVERAGE,X,X_VARIANCE,Y_MEAN,Y_AVERAGE,Y,Y_VARIANCE,NUMBER_OF_GAZE_POINTS,POINTS_ON_TARGET
1,2x2_pixel_surface_30000_color_mode_white_frequency_25_shape_squares_coordinate_(1440_270).mp4,1,30000,white,squares,25,227,10,5.316075626696634,24.85,62.60936053623566,62.60936053623566,125.09452290334829,-0.38395138697595343,-0.38395138697595343,0.035458608106661425,1497.4198134610538,1497.4198134610538,1440.0,155.2295431464485,247.74764305520543,247.74764305520543,270.0,97.59463901249462,7934.0,7934.0
2,2x2_pixel_surface_10000_color_mode_red_frequency_13_shape_squares_coordinate_(480_810).mp4,1,10000,red,squares,13,228,10,1.5921776082757737,12.85,28.085656830931594,28.085656830931594,37.515380061075106,-2.4439406963241908,-2.4439406963241908,1.1186443959508066,456.12758165829143,456.12758165829143,480.0,81.1963739883068,798.5330150753769,798.5330150753769,810.0,43.73902495454661,7960.0,7937.0
3,2x2_pixel_surface_20000_color_mode_red_frequency_25_shape_squares_coordinate_(480_810).mp4,1,20000,red,squares,25,228,10,0.9466565217829912,25.15,17.95605740633207,17.95605740633207,51.74008359342425,2.369042301943975,2.369042301943975,0.9104428864909606,465.96379310344827,465.96379310344827,480.0,63.27046983084092,819.0937830354895,819.0937830354895,810.0,31.177617402712453,7946.0,7946.0
4,2x2_pixel_surface_20000_color_mode_red_frequency_25_shape_squares_coordinate_(1440_270).mp4,1,20000,red,squares,25,228,10,4.366974524429306,24.85,60.42183309159815,60.42183309159815,106.34967953817703,-0.6101709973331161,-0.6101709973331161,0.014302783848462553,1489.3882042253522,1489.3882042253522,1440.0,109.92925283656162,235.95950704225353,235.95950704225353,270.0,49.26846343908522,7952.0,7792.0
5,2x2_pixel_surface_10000_color_mode_red_frequency_8_shape_squares_coordinate_(1440_810).mp4,2,10000,red,squares,8,228,10,13.117317563075115,8.0,33.482556225757975,33.482556225757975,83.02904385277519,2.362316045005318,2.362316045005318,0.28497027697645766,1416.1166582914575,1416.1166582914575,1440.0,148.13664775258198,830.5343027638191,830.5343027638191,810.0,63.90236634803255,7960.0,7923.0
6,2x2_pixel_surface_10000_color_mode_white_frequency_19_shape_squares_coordinate_(480_810).mp4,2,10000,white,squares,19,228,10,2.0583120930763736,19.15,36.53211026518718,36.53211026518718,66.3492393279345,-2.5095868528309055,-2.5095868528309055,0.036298123238759535,451.05503021908845,451.05503021908845,480.0,56.84684670646531,788.7211281792999,788.7211281792999,810.0,53.49581146959374,7942.0,7895.0
7,2x2_pixel_surface_30000_color_mode_red_frequency_8_shape_squares_coordinate_(480_270).mp4,2,30000,red,squares,8,228,10,9.18846208640434,7.85,11.183325853147359,11.183325853147359,38.23590794276835,1.232872571838452,1.232872571838452,3.2427767064909503,477.0669934640523,477.0669934640523,480.0,55.857641714889404,271.30523504273503,271.30523504273503,270.0,97.13887750885748,7956.0,7956.0
8,2x2_pixel_surface_10000_color_mode_green_frequency_19_shape_squares_coordinate_(480_270).mp4,2,10000,green,squares,19,228,10,3.9004717572256924,19.15,20.188009958482393,20.188009958482393,86.7085948310185,-1.7485579047753332,-1.7485579047753332,0.4455797374928368,475.56871073133954,475.56871073133954,480.0,91.53398014225981,252.73533551143504,252.73533551143504,270.0,85.0253962872813,7958.0,7942.0
9,2x2_pixel_surface_30000_color_mode_red_frequency_25_shape_squares_coordinate_(480_810).mp4,2,30000,red,squares,25,227,10,1.353949867621373,24.85,33.16405976656513,33.16405976656513,85.73557243140733,-1.6952736867187044,-1.6952736867187044,0.8305031298053748,473.9421855306277,473.9421855306277,480.0,200.00950724765553,780.9289828585833,780.9289828585833,810.0,103.75977160217656,7934.0,7934.0
10,2x2_pixel_surface_10000_color_mode_green_frequency_13_shape_squares_coordinate_(1440_270).mp4,2,10000,green,squares,13,228,10,1.5272455086213097,12.85,67.65675103262826,67.65675103262826,343.7612405770964,-0.6417886363558514,-0.6417886363558514,0.052566800519189494,1494.582429542023,1494.582429542023,1440.0,470.8547456952118,232.43237292400605,232.43237292400605,270.0,59.77423634205501,7948.0,3484.0
11,2x2_pixel_surface_30000_color_mode_red_frequency_25_shape_squares_coordinate_(1440_270).mp4,2,30000,red,squares,25,228,10,1.0636666480195576,24.85,66.66964401962998,66.66964401962998,145.97231315511348,-0.7170573603533098,-0.7170573603533098,0.040991987133919786,1490.1779585427134,1490.1779585427134,1440.0,239.14539765406022,227.91045854271357,227.91045854271357,270.0,62.311325606321496,7960.0,7911.0
12,2x2_pixel_surface_20000_color_mode_red_frequency_19_shape_squares_coordinate_(1440_810).mp4,2,20000,red,squares,19,227,10,6.320638489411081,18.85,32.35277577749297,32.35277577749297,30.543780194565993,2.0031593993021493,2.0031593993021493,0.11790628918787306,1426.2621943534157,1426.2621943534157,1440.0,66.57096895592474,837.8585202924124,837.8585202924124,810.0,45.85045488129984,7934.0,7934.0
13,2x2_pixel_surface_30000_color_mode_white_frequency_25_shape_squares_coordinate_(480_270).mp4,2,30000,white,squares,25,228,10,4.960265025690559,25.15,16.341614036726142,16.341614036726142,157.98492980149942,0.15190567038389458,0.15190567038389458,4.806452548652551,474.248949421238,474.248949421238,480.0,199.84740044384338,273.8295923502768,273.8295923502768,270.0,177.44551835420418,7948.0,7914.0
14,2x2_pixel_surface_10000_color_mode_red_frequency_8_shape_squares_coordinate_(480_810).mp4,2,10000,red,squares,8,228,10,1.6658951911029125,7.85,11.433220176713306,11.433220176713306,22.1197206704035,-0.31677060954894615,-0.31677060954894615,6.133976241164662,472.97706814181544,472.97706814181544,480.0,62.93590108487142,809.2821724918281,809.2821724918281,810.0,40.06549497854429,7954.0,7954.0
