Folder,Video,pixel_surface,color,shape,frequency,pp1,pp2,pp3,pp4,pp5,pp6
Experiment_1,1x1_pixel_surface_20000_color_mode_white_frequency_25_shape_triangles.mp4,20000,white,triangles,25,[1.80788394 2.60677375 1.81909286],[1.87205272 2.25498291 4.9139221 ],[2.56051645 7.89725345 1.9070952 ],[3.71054904 6.2805693  6.83867661],[ 4.21971595 15.56510381  9.58657974],[1.6045034  1.8377859  4.20317523]
Experiment_1,1x1_pixel_surface_30000_color_mode_red_frequency_25_shape_triangles.mp4,30000,red,triangles,25,[3.48796428 4.25744431 4.37579692],[14.21782339  0.9728457   1.75872726],[0.63279804 6.08970857 3.26944753],[4.28708594 7.59927888 3.0621715 ],[2.00856691 1.01479785 1.84525382],[1.03439184 0.92081242 7.32903306]
Experiment_1,1x1_pixel_surface_30000_color_mode_white_frequency_13_shape_circles.mp4,30000,white,circles,13,[3.5088921  2.52795977 3.98331146],[1.23817387 2.66989398 1.29465241],[0.61176241 2.31526044 2.24123603],[8.06263067 6.64996676 3.23820983],[ 3.52048016 15.82859143  3.36646963],[4.69649141 0.79314283 2.5922874 ]
Experiment_1,1x1_pixel_surface_30000_color_mode_white_frequency_8_shape_squares.mp4,30000,white,squares,8,[2.37602446 1.52784846 4.17082067],[8.82503437 4.52402737 1.7699655 ],[4.40119596 1.79205517 0.44220851],[ 1.46001006 12.4158432  11.40045368],[14.57200558 11.62459514  1.96259529],[0.96254317 2.18550454 1.16021499]
Experiment_1,1x1_pixel_surface_10000_color_mode_red_frequency_13_shape_squares.mp4,10000,red,squares,13,[1.37191684 2.52812731 3.1927687 ],[2.17083711 4.81564208 4.31015889],[0.34499668 0.98477952 1.00006203],[ 2.32286113  4.12561507 11.05175052],[0.86361859 1.80139481 4.53833269],[0.65938601 1.49327376 2.30518242]
Experiment_1,1x1_pixel_surface_10000_color_mode_red_frequency_19_shape_circles.mp4,10000,red,circles,19,[1.10251745 1.0235716  2.03537716],[0.84529177 6.01034175 0.21699354],[2.94095801 2.08819628 2.56937578],[1.51681168 7.47546432 2.888859  ],[4.36866356 0.86966173 3.73331697],[3.11151891 0.75383264 5.55487288]
Experiment_1,1x1_pixel_surface_10000_color_mode_white_frequency_13_shape_squares.mp4,10000,white,squares,13,[3.61622584 1.68353155 0.47925663],[1.30761497 7.99630351 2.16168923],[0.75365005 0.89029539 0.73975115],[0.93636799 1.85219536 2.83466183],[6.66989738 6.0134149  1.30001535],[2.55005337 0.95072385 1.80124841]
Experiment_1,1x1_pixel_surface_10000_color_mode_green_frequency_19_shape_circles.mp4,10000,green,circles,19,[2.48832821 0.56891625 1.02852804],[8.17223225 0.29561243 1.15802184],[1.13774632 0.85986454 1.73610317],[2.88183406 0.87976896 1.90501325],[2.31684887 6.3266815  1.12685687],[11.60332596  7.01328881  2.29190984]
Experiment_1,1x1_pixel_surface_30000_color_mode_white_frequency_13_shape_squares.mp4,30000,white,squares,13,[2.043315   3.44082196 0.72091937],[1.95991904 1.96177792 1.67793112],[1.37259273 1.44702624 1.25210358],[10.59345857  4.74921502  9.12269717],[3.08546945 1.63946727 6.49917067],[23.14760917  0.30910892  4.5505242 ]
Experiment_1,1x1_pixel_surface_30000_color_mode_green_frequency_25_shape_circles.mp4,30000,green,circles,25,[1.6072601  1.51440141 1.90861278],[7.65938257 2.30542324 2.0678048 ],[3.45281901 1.08055034 0.8346832 ],[7.01391109 3.88569588 2.71512708],[10.18859243  7.49882415 10.23461129],[2.04552015 1.18653383 5.13332009]
Experiment_1,1x1_pixel_surface_10000_color_mode_red_frequency_13_shape_triangles.mp4,10000,red,triangles,13,[3.7984833  2.77764695 1.95347564],[5.05012815 2.81096697 0.15521627],[1.07212018 0.61634467 0.55703623],[ 1.54758198 16.20271873  4.67569102],[1.42769036 0.41790397 1.92412242],[0.90163115 0.30573227 0.84069795]
Experiment_1,1x1_pixel_surface_20000_color_mode_green_frequency_8_shape_circles.mp4,20000,green,circles,8,[0.86884562 2.2198513  2.04295986],[4.41022887 8.01154639 2.46193211],[5.41968748 3.60383003 2.43964064],[1.76111049 1.67881546 0.91269623],[5.32124724 4.41330413 3.34844371],[1.45252886 0.6494826  2.59578821]
Experiment_1,1x1_pixel_surface_30000_color_mode_green_frequency_8_shape_triangles.mp4,30000,green,triangles,8,[1.45515267 2.15676689 1.16602564],[0.7709239  4.59512868 7.37270668],[0.71861208 1.21636321 3.42495643],[2.03909719 2.63854676 0.64365437],[2.79469258 1.76035437 3.1188405 ],[0.53575369 2.14977035 0.57655762]
Experiment_1,1x1_pixel_surface_20000_color_mode_white_frequency_13_shape_squares.mp4,20000,white,squares,13,[2.12460082 2.206872   1.53523039],[0.5953098  5.18245305 2.92617011],[11.19430625  3.08035455  2.48160842],[2.72173056 4.53925613 2.12918303],[4.57206844 1.85777961 2.42350394],[1.48514968 5.20143629 2.90343184]
Experiment_1,1x1_pixel_surface_20000_color_mode_green_frequency_25_shape_squares.mp4,20000,green,squares,25,[0.83024329 1.58849469 1.10723064],[3.31618579 3.31006126 4.34083644],[0.88475779 0.63921519 1.37739144],[6.55821224 1.43598638 2.3987905 ],[21.07031729 39.32231639 15.95725175],[1.74081785 1.07225769 1.37370904]
Experiment_1,1x1_pixel_surface_30000_color_mode_red_frequency_13_shape_squares.mp4,30000,red,squares,13,[1.75589849 2.77931869 6.16200112],[0.40737981 2.84838108 1.52183981],[2.71184874 1.19309794 6.32973142],[11.97422961  4.3903584   4.56260448],[7.23896797 1.10530055 9.64981628],[6.25215821 1.60740552 0.98322454]
Experiment_1,1x1_pixel_surface_20000_color_mode_white_frequency_13_shape_triangles.mp4,20000,white,triangles,13,[2.58904352 2.17350233 0.99065959],[5.70622995 0.65331555 4.73506983],[1.3149231  1.51793629 3.4662602 ],[0.71573552 2.71158736 1.90686558],[0.17723294 0.30550755 2.42971365],[2.35384369 7.42896997 0.892802  ]
Experiment_1,1x1_pixel_surface_20000_color_mode_red_frequency_13_shape_squares.mp4,20000,red,squares,13,[2.53289645 0.79314599 2.14948269],[1.72163249 0.50457415 1.08520474],[1.33127564 0.62562465 2.49114731],[22.37745522 22.45426696 11.63519287],[ 1.2468139   8.56595819 12.73305299],[2.63826463 0.68997839 1.30902746]
Experiment_1,1x1_pixel_surface_30000_color_mode_red_frequency_8_shape_squares.mp4,30000,red,squares,8,[0.4244628  9.6653779  1.93526949],[3.72562408 3.81832324 0.5890291 ],[0.72328161 1.0321624  1.10016519],[9.42589896 6.54404673 3.39593026],[0.73555668 2.55455473 1.57222118],[0.60379194 0.24018114 0.7925699 ]
Experiment_1,1x1_pixel_surface_30000_color_mode_white_frequency_19_shape_triangles.mp4,30000,white,triangles,19,[2.20339732 5.50958871 2.92341104],[11.36574616 15.70924937  4.84038123],[2.61685157 4.13050319 1.98356437],[ 3.60661678 11.97622371  5.30048203],[6.482458   3.68811838 2.46227505],[1.93473841 1.37942486 2.82244313]
Experiment_1,1x1_pixel_surface_30000_color_mode_red_frequency_25_shape_squares.mp4,30000,red,squares,25,[29.63201302  0.52826042  1.83837451],[0.86274389 5.33672221 0.55158604],[0.18085005 7.02939486 2.26925469],[11.47894913 11.38417142  7.66594912],[2.61390634 7.33660236 2.12309194],[0.58445066 1.49819898 0.88369995]
Experiment_1,1x1_pixel_surface_30000_color_mode_red_frequency_13_shape_triangles.mp4,30000,red,triangles,13,[1.48403414 3.05006959 0.87863311],[5.02953295 1.07123491 5.80176144],[0.59068269 4.6591187  0.79396112],[11.14747599 11.3234978  11.31024809],[2.98545461 2.51704671 6.00262806],[0.79130523 1.15452825 1.64096763]
Experiment_1,1x1_pixel_surface_20000_color_mode_white_frequency_19_shape_squares.mp4,20000,white,squares,19,[2.55658776 8.15093424 0.47954838],[ 7.88373907  5.3268837  23.95519727],[0.87658689 0.23935003 0.68867795],[3.62763999 0.88416067 2.16623657],[3.60207191 4.01331743 4.43035917],[2.87457898 8.27015939 4.67530258]
Experiment_1,1x1_pixel_surface_30000_color_mode_white_frequency_25_shape_squares.mp4,30000,white,squares,25,[0.50616647 1.59409909 3.45549043],[1.94124779 2.64597846 4.46606015],[4.82066762 4.51437029 5.39650855],[8.69654837 8.10456479 4.67504933],[11.35572459 11.3696936  23.25533636],[3.96522975 2.44266118 6.59958973]
Experiment_1,1x1_pixel_surface_20000_color_mode_green_frequency_19_shape_squares.mp4,20000,green,squares,19,[0.85282143 5.25476528 0.85937331],[1.29707159 0.82910935 0.8385583 ],[0.41587428 0.7516664  1.18724169],[4.13721187 4.65376728 2.57671045],[3.23353017 2.73689082 2.59400718],[3.30407324 3.69291345 3.40754271]
Experiment_1,1x1_pixel_surface_10000_color_mode_red_frequency_25_shape_circles.mp4,10000,red,circles,25,[4.34592308 2.81610054 1.21141909],[ 1.3768332  10.83397598  6.90776755],[0.62812797 1.4537807  0.779721  ],[0.60590845 4.80664626 6.31128301],[8.246664   0.73504709 2.24784252],[3.13201978 5.27386732 4.0033282 ]
Experiment_1,1x1_pixel_surface_10000_color_mode_red_frequency_13_shape_circles.mp4,10000,red,circles,13,[4.64878162 2.66399111 3.6474812 ],[1.69393908 2.043871   2.06377173],[3.64158523 5.56903877 7.40486506],[6.87861657 6.42311228 2.78121204],[ 1.4368482  10.01283007  3.68370074],[1.34113761 0.52879575 0.50748864]
Experiment_1,1x1_pixel_surface_20000_color_mode_red_frequency_13_shape_triangles.mp4,20000,red,triangles,13,[0.75365053 0.86758562 0.58310157],[2.17078595 5.40571747 2.34468965],[1.29179424 0.49580254 3.76278803],[9.58010139 4.92772526 7.42624571],[1.46249013 2.89418914 3.29093099],[0.29264006 1.47145865 1.58030041]
Experiment_1,1x1_pixel_surface_10000_color_mode_white_frequency_8_shape_circles.mp4,10000,white,circles,8,[0.50572954 0.48760069 4.20610243],[4.46972917 0.74030205 4.56300985],[0.52160869 6.52646143 4.05342483],[ 1.69380922 12.8867474   1.8573278 ],[2.65779684 1.53490521 1.6734544 ],[2.17876015 0.43977282 1.22799102]
Experiment_1,1x1_pixel_surface_10000_color_mode_green_frequency_13_shape_squares.mp4,10000,green,squares,13,[1.41868101 0.4219016  2.18557725],[5.78981487 1.91683656 1.82891562],[2.85536378 1.50138998 0.35286988],[5.05328479 2.56575011 0.33469701],[0.46951097 1.74343475 2.73720794],[0.63310647 0.4589079  3.67197634]
Experiment_1,1x1_pixel_surface_30000_color_mode_green_frequency_25_shape_squares.mp4,30000,green,squares,25,[1.53759863 1.67150895 0.37914104],[1.62545423 4.67154111 1.73870702],[0.79590845 0.99633782 1.99572821],[12.14162758 10.86763281 14.55229463],[10.31027161 20.0960993   9.79945854],[2.41349056 5.00425822 2.45038543]
Experiment_1,1x1_pixel_surface_30000_color_mode_green_frequency_25_shape_triangles.mp4,30000,green,triangles,25,[2.30184433 0.63551869 0.23920464],[3.06221697 1.34315435 0.43776388],[2.75216277 4.2439506  1.33868837],[3.27227041 4.45653695 3.34714463],[ 3.09640422 10.01432956  7.36558403],[5.3007419  7.02465445 2.8780966 ]
Experiment_1,1x1_pixel_surface_20000_color_mode_white_frequency_8_shape_circles.mp4,20000,white,circles,8,[1.98076761 0.91935422 0.38606923],[0.77146011 4.79508441 4.10321511],[2.82123564 1.34303219 0.5109413 ],[1.28018192 6.24182281 4.8591855 ],[3.900094   2.43690184 1.55447285],[1.79068012 0.71487949 1.98881158]
Experiment_1,1x1_pixel_surface_20000_color_mode_red_frequency_8_shape_triangles.mp4,20000,red,triangles,8,[3.00785322 3.10611336 1.68486834],[2.64146514 2.11884986 2.584049  ],[2.61767463 1.91022067 1.35979721],[ 2.02655166 10.98286549  5.09418548],[36.95205962  0.9288136   1.23118145],[1.29665302 1.23159791 1.08594389]
Experiment_1,1x1_pixel_surface_20000_color_mode_green_frequency_13_shape_circles.mp4,20000,green,circles,13,[14.27402548  0.76796445  1.60105172],[3.1600234  0.84352687 1.3090987 ],[0.78957822 2.40420951 5.15952662],[1.7553493  1.4131691  3.19995246],[2.84674007 0.91122408 5.42017715],[3.91315073 7.60007357 6.43412923]
Experiment_1,1x1_pixel_surface_20000_color_mode_white_frequency_8_shape_triangles.mp4,20000,white,triangles,8,[0.55013674 1.15031929 0.87137815],[7.59213455 4.1335143  0.78751248],[0.46001979 0.94960856 4.85418574],[1.18752518 1.23780397 2.73968097],[1.76182271 1.82354193 1.86409103],[5.71290158 0.5594736  2.84831455]
Experiment_1,1x1_pixel_surface_10000_color_mode_white_frequency_25_shape_squares.mp4,10000,white,squares,25,[1.77262294 0.86183441 3.25338231],[2.03512322 2.70390553 2.47168417],[2.93856924 4.391232   2.73892957],[9.75082497 3.74713452 6.9044919 ],[16.60818789 24.76380317 20.62515296],[3.76232658 1.46666417 3.42304625]
Experiment_1,1x1_pixel_surface_10000_color_mode_white_frequency_8_shape_triangles.mp4,10000,white,triangles,8,[0.25528449 2.59968683 2.94563708],[1.15558123 1.57802707 2.4906919 ],[4.71475259 1.67475081 2.44005493],[1.7667338  0.30725277 0.59647112],[3.36955252 1.27241701 0.16134177],[1.77596489 1.09438563 0.83556356]
Experiment_1,1x1_pixel_surface_30000_color_mode_white_frequency_13_shape_triangles.mp4,30000,white,triangles,13,[4.2363895  0.97371118 1.79467994],[1.11694829 0.56869627 1.54116661],[2.90542789 0.81350191 0.23730608],[2.46535853 2.90728406 8.02924294],[0.88268338 3.63567783 2.76714642],[0.54872794 4.70590731 1.57853866]
Experiment_1,1x1_pixel_surface_20000_color_mode_red_frequency_8_shape_squares.mp4,20000,red,squares,8,[0.83897521 1.74083067 1.35782919],[ 2.26541369  1.85684514 11.45603597],[1.85217178 1.84331102 4.48033979],[10.49403471  7.6206446  22.76219462],[3.4243234  3.63752705 2.99880999],[1.07083046 0.06731452 3.08314637]
Experiment_1,1x1_pixel_surface_30000_color_mode_red_frequency_19_shape_squares.mp4,30000,red,squares,19,[1.22629534 5.00252544 2.02112315],[2.93313511 2.59295185 1.66985843],[1.74728681 2.93176758 6.58364967],[7.04445249 4.4001653  3.18872421],[0.92176679 5.10665953 5.24010064],[0.56488969 1.43654776 2.79641559]
Experiment_1,1x1_pixel_surface_20000_color_mode_green_frequency_19_shape_triangles.mp4,20000,green,triangles,19,[5.07246324 5.41122886 0.45129624],[3.520618   0.60987722 1.74818562],[4.20950279 1.39775793 4.68755648],[2.22787744 1.19975822 4.37389402],[0.79843439 1.65363202 3.74923571],[ 3.43671699  5.51604707 10.40699904]
Experiment_1,1x1_pixel_surface_30000_color_mode_white_frequency_25_shape_triangles.mp4,30000,white,triangles,25,[2.22665383 1.35922598 1.06420829],[6.19526095 1.24244177 2.40183835],[2.21719028 2.79988345 3.03267001],[14.76838094  6.50884388 10.48137317],[ 9.28285073 15.66170829  3.39131159],[5.27977401 1.2851067  0.53077248]
Experiment_1,1x1_pixel_surface_30000_color_mode_green_frequency_8_shape_squares.mp4,30000,green,squares,8,[2.52453934 0.57941006 1.88827082],[5.52837699 2.90460276 3.30911361],[0.81242008 0.40999518 0.44867347],[1.51711135 1.74856248 9.10750033],[6.20696321 2.10567409 1.36005582],[1.54241099 0.42525853 1.31782707]
Experiment_1,1x1_pixel_surface_20000_color_mode_red_frequency_25_shape_circles.mp4,20000,red,circles,25,[1.20767871 0.45154368 0.8913234 ],[4.88340715 3.76170786 2.65399689],[2.07362848 4.56348143 0.53133301],[ 7.4763519  10.93268485  3.29048863],[1.22728288 6.13258979 1.20400984],[0.86241476 4.87760372 2.83082834]
Experiment_1,1x1_pixel_surface_30000_color_mode_green_frequency_13_shape_circles.mp4,30000,green,circles,13,[0.37257858 3.48275997 6.55361634],[1.451078   2.87963302 1.68643767],[1.89553727 0.59462101 1.88954548],[1.831948   7.89545871 2.60153433],[6.97328614 1.87553945 1.87269189],[5.15451729 4.3773853  7.42775934]
Experiment_1,1x1_pixel_surface_30000_color_mode_green_frequency_19_shape_squares.mp4,30000,green,squares,19,[1.94565218 3.18800469 6.45827989],[7.43473127 2.47912561 2.7141038 ],[3.71540763 3.40344468 0.77276238],[1.31136612 1.1476478  6.21560868],[11.79775383  4.31792724  5.10451645],[5.56302103 2.00805371 4.13925495]
Experiment_1,1x1_pixel_surface_30000_color_mode_red_frequency_8_shape_circles.mp4,30000,red,circles,8,[2.92421998 1.4111749  0.97654385],[4.48464193 5.71441929 1.13787869],[4.4056446  0.68482272 1.80938426],[16.01753772  3.7040814   7.88547626],[ 4.08300517 11.29985416  1.17608582],[1.81157936 1.64370566 1.84658904]
Experiment_1,1x1_pixel_surface_10000_color_mode_green_frequency_25_shape_triangles.mp4,10000,green,triangles,25,[0.59286961 1.84182296 1.43236179],[6.45119322 2.11032832 1.13769125],[0.74794503 7.24365592 4.96487691],[1.23763838 4.80994308 1.82940572],[28.85149413  3.60831582  2.91954506],[0.53626099 2.18192202 5.74033245]
Experiment_1,1x1_pixel_surface_20000_color_mode_white_frequency_19_shape_triangles.mp4,20000,white,triangles,19,[2.14248503 1.95695578 3.10715194],[14.70991977  6.1069301  10.60341994],[ 5.43352526  2.65925371 11.40209667],[6.95635625 3.60674661 0.74209224],[1.79381649 2.34580344 4.34156489],[2.85297994 1.93134423 2.55823653]
Experiment_1,1x1_pixel_surface_20000_color_mode_red_frequency_25_shape_squares.mp4,20000,red,squares,25,[1.01774174 1.58177736 4.06744863],[1.70549046 5.47354395 4.69982291],[0.67068752 6.47065524 7.45191734],[5.67612925 3.12121371 1.55527311],[4.18237884 3.00597055 1.83555132],[4.04800619 4.25926744 1.07137642]
Experiment_1,1x1_pixel_surface_30000_color_mode_red_frequency_8_shape_triangles.mp4,30000,red,triangles,8,[1.67892912 2.28187617 3.37069235],[0.82590167 6.9494337  1.5349942 ],[2.72141165 4.41483864 1.68625408],[10.40520692 11.06576007 13.64557643],[12.58267566  3.02202124  0.50983053],[3.19989404 0.50800782 1.11194101]
Experiment_1,1x1_pixel_surface_30000_color_mode_white_frequency_19_shape_squares.mp4,30000,white,squares,19,[2.72307416 0.46853893 4.14577699],[ 5.21268363 14.19430838 21.1459275 ],[1.00719014 2.31219168 2.03702535],[1.65409134 8.96284814 0.50097956],[ 3.7529797   1.31834175 10.37307897],[4.25417073 1.21769937 1.68243699]
Experiment_1,1x1_pixel_surface_20000_color_mode_green_frequency_8_shape_triangles.mp4,20000,green,triangles,8,[0.85722713 0.74636554 0.76515269],[1.61673576 8.86970937 3.76108499],[0.36504391 1.6915987  4.12210418],[2.91213813 3.60282834 4.06240125],[3.16444489 3.31442827 1.24091446],[1.67158958 1.72829407 2.09909585]
Experiment_1,1x1_pixel_surface_10000_color_mode_red_frequency_8_shape_squares.mp4,10000,red,squares,8,[1.66035189 7.60634488 1.88510697],[11.1839192   1.31081849  2.27929161],[2.38714119 1.96370139 2.20634682],[12.11133961  5.98073613  2.89461615],[15.14066639  2.32424319  1.7516621 ],[1.65962253 1.06599344 2.9238181 ]
Experiment_1,1x1_pixel_surface_30000_color_mode_red_frequency_25_shape_circles.mp4,30000,red,circles,25,[0.72946408 0.58457524 0.75015279],[0.30309188 0.49489753 1.87838196],[0.36221771 2.89022193 5.75053418],[18.99560175 11.81527511  3.51581467],[2.40245695 7.42396081 1.19857861],[4.34474799 1.7190088  1.49262584]
Experiment_1,1x1_pixel_surface_20000_color_mode_white_frequency_25_shape_squares.mp4,20000,white,squares,25,[8.69997803 0.93539694 7.5352179 ],[1.75270279 3.68520487 9.39941733],[7.23469861 1.15145998 5.65936049],[11.53470714  4.33855376  7.16005501],[ 6.0084379  14.18330389  1.06495954],[ 1.64467584 10.49022388  2.50579042]
Experiment_1,1x1_pixel_surface_10000_color_mode_green_frequency_8_shape_triangles.mp4,10000,green,triangles,8,[0.83522381 0.75821024 1.0169181 ],[1.54038753 6.58354765 5.56181672],[1.68370626 2.34915287 3.67022718],[1.6370454  2.42985772 1.25541018],[0.87025208 1.55209605 5.16086154],[2.21237466 1.925733   1.11260341]
Experiment_1,1x1_pixel_surface_10000_color_mode_white_frequency_19_shape_triangles.mp4,10000,white,triangles,19,[0.39056685 5.69778398 1.82543764],[ 3.64122929 42.29972993  0.72481767],[0.81655263 2.03891713 1.15654819],[ 5.7463081  10.55951685  0.80566813],[5.79218528 0.68501827 0.54915182],[7.24935553 2.1553303  0.89722859]
Experiment_1,1x1_pixel_surface_10000_color_mode_red_frequency_25_shape_squares.mp4,10000,red,squares,25,[1.98109079 1.62631839 2.07165151],[6.49629827 3.73409279 2.63495798],[5.52892727 1.74756672 4.29228264],[1.57057288 1.42970121 2.13520356],[ 0.66134347 10.58466183  2.10592251],[10.48619111  2.44839807  2.32837776]
Experiment_1,1x1_pixel_surface_20000_color_mode_red_frequency_19_shape_squares.mp4,20000,red,squares,19,[1.05814919 0.90842946 4.48397897],[7.83134529 1.97908536 0.9453046 ],[5.05623909 0.90005796 1.06686711],[ 7.47351336 20.51280912  6.61733571],[3.10691717 9.88978558 1.93783852],[0.34225718 2.0962237  3.32805129]
Experiment_1,1x1_pixel_surface_10000_color_mode_green_frequency_8_shape_squares.mp4,10000,green,squares,8,[1.69843495 1.73231396 1.7866368 ],[11.86341905  2.9672712   6.85683096],[0.91061255 3.00657407 1.30186666],[2.61840796 0.76972172 0.74720413],[4.82433281 1.882323   0.71930538],[4.89436036 1.74634194 1.80104819]
Experiment_1,1x1_pixel_surface_20000_color_mode_red_frequency_25_shape_triangles.mp4,20000,red,triangles,25,[3.18790384 0.42731217 2.90909848],[3.24605151 5.07908274 0.97118677],[5.05057876 3.19601131 1.7750983 ],[0.81940116 0.8005948  3.01774823],[0.63786371 2.2638141  3.2265321 ],[4.33113093 4.38740587 0.38283662]
Experiment_1,1x1_pixel_surface_10000_color_mode_green_frequency_19_shape_squares.mp4,10000,green,squares,19,[1.97377856 1.62232555 0.51792817],[1.3874394  6.56617988 1.96132103],[0.6344438  1.01391222 5.85961303],[0.84769931 2.57952025 1.47482478],[0.86225395 6.56633456 1.7999988 ],[0.98972454 8.00374302 2.33640101]
Experiment_1,1x1_pixel_surface_20000_color_mode_white_frequency_25_shape_circles.mp4,20000,white,circles,25,[2.97963382 2.23229896 1.43562888],[6.16418924 5.53623167 2.75494284],[ 8.7969568 10.098632   3.1173948],[13.934662    6.3072749   3.56939123],[ 6.58945195 20.64727892  5.29283313],[1.50317392 1.17129596 3.53812812]
Experiment_1,1x1_pixel_surface_10000_color_mode_green_frequency_13_shape_circles.mp4,10000,green,circles,13,[0.7579993  1.13197185 1.16762803],[3.02773035 3.1499553  4.12843021],[3.31842503 1.48625244 2.67357751],[0.49353862 0.95175181 2.85714149],[2.01813436 2.41568174 4.81954207],[2.74534955 1.7114263  1.85494318]
Experiment_1,1x1_pixel_surface_20000_color_mode_green_frequency_19_shape_circles.mp4,20000,green,circles,19,[2.58020203 5.70205042 4.05932338],[3.16943596 2.57903366 6.40630149],[0.42342158 1.63801574 0.71331273],[1.64551785 7.85228486 2.24874733],[10.75442567  0.87798283  1.01059588],[0.34945824 3.50874661 9.93237127]
Experiment_1,1x1_pixel_surface_10000_color_mode_white_frequency_25_shape_triangles.mp4,10000,white,triangles,25,[2.25103877 0.68117855 5.08830791],[5.68295735 2.5340478  2.41935837],[3.02421212 2.345344   2.74712637],[5.49262766 3.02436952 3.28033805],[18.34149188 14.69996663  9.37747402],[0.86678774 1.57695958 3.94607241]
Experiment_1,1x1_pixel_surface_20000_color_mode_red_frequency_19_shape_triangles.mp4,20000,red,triangles,19,[2.42914653 1.60140928 3.13817778],[1.68909691 2.46166328 0.85591968],[1.3037323  0.68540269 2.78446229],[ 3.73567119  7.21156159 10.26080883],[2.66017743 0.83723724 5.14235056],[13.9727544   3.68052555  6.98246728]
Experiment_1,1x1_pixel_surface_10000_color_mode_green_frequency_25_shape_squares.mp4,10000,green,squares,25,[ 6.32880802 11.53764059  1.41695504],[3.49974445 5.64856201 2.11552662],[1.85326748 4.9071517  3.05036147],[ 3.35072626  6.61189742 14.42377156],[13.94957028  3.78811207 20.43065983],[1.21808025 1.88908237 0.77235107]
Experiment_1,1x1_pixel_surface_20000_color_mode_green_frequency_13_shape_triangles.mp4,20000,green,triangles,13,[6.81045667 0.75086301 2.9883779 ],[6.13963311 0.91570584 0.91414323],[0.18616435 3.89851749 0.79160218],[3.48824194 5.07329235 6.26740388],[0.67841071 2.90174885 1.09960343],[3.18155045 4.13068884 2.14652178]
Experiment_1,1x1_pixel_surface_10000_color_mode_red_frequency_8_shape_triangles.mp4,10000,red,triangles,8,[1.90989157 0.96346942 0.56814121],[0.938617   0.98397863 2.94408087],[0.91031325 0.29379959 1.16811073],[ 3.42892619  5.90096801 10.37044876],[13.47281817  3.35990419  5.97038827],[2.98505926 1.26157905 1.0816051 ]
Experiment_1,1x1_pixel_surface_20000_color_mode_red_frequency_8_shape_circles.mp4,20000,red,circles,8,[4.10684505 3.23054434 0.89097515],[2.63049793 6.95456649 4.01389453],[1.62909626 2.50453081 0.46997101],[23.64216587  4.42988728 12.1774132 ],[1.12453776 3.80261739 1.26020239],[1.77716682 0.39690259 3.06627867]
Experiment_1,1x1_pixel_surface_10000_color_mode_white_frequency_13_shape_triangles.mp4,10000,white,triangles,13,[1.81642952 3.83576929 1.92818584],[1.27531257 2.02692286 1.46444641],[0.43860865 2.8622173  5.25785875],[2.36504276 1.87809964 7.16621165],[2.10986619 6.73751855 1.29028714],[0.62681967 1.38418014 1.23891232]
Experiment_1,1x1_pixel_surface_10000_color_mode_red_frequency_8_shape_circles.mp4,10000,red,circles,8,[1.27283891 2.18695424 1.28278309],[4.33497125 1.97852732 1.78217015],[1.04929446 1.95692997 4.86176998],[2.55822879 3.21074893 1.78797653],[8.9667094  1.62427808 1.45410519],[1.41629766 2.3037943  0.62310868]
Experiment_1,1x1_pixel_surface_30000_color_mode_green_frequency_13_shape_triangles.mp4,30000,green,triangles,13,[4.16742482 1.84949803 0.71147554],[3.30299595 0.1974548  8.57852348],[1.58510011 0.83718092 2.16055041],[1.33268388 0.70843638 3.19581759],[3.45613258 2.44368458 0.77423197],[2.71450694 2.62165439 2.38777512]
Experiment_1,1x1_pixel_surface_10000_color_mode_red_frequency_19_shape_squares.mp4,10000,red,squares,19,[3.4833598  4.81746636 4.00788235],[3.64701316 1.70540091 1.9900934 ],[0.71483189 1.15444359 2.49490192],[10.62920869  3.48746894  1.71028633],[4.17329165 4.04863111 1.96700266],[0.5446455  1.2831756  1.38024941]
Experiment_1,1x1_pixel_surface_30000_color_mode_green_frequency_19_shape_triangles.mp4,30000,green,triangles,19,[ 1.70474687 10.23560157  1.38180537],[8.84086911 2.18754454 1.62311099],[1.38354413 1.04547546 6.44379832],[12.42640738  4.82495608  4.42658446],[2.65800285 2.30110443 1.45860487],[10.97943896  4.72082196  3.5430896 ]
Experiment_1,1x1_pixel_surface_10000_color_mode_white_frequency_19_shape_circles.mp4,10000,white,circles,19,[1.56150467 1.54322454 2.06373312],[ 4.45351124 11.36263173  1.81942678],[0.74082118 1.6483208  2.14176906],[ 1.9688059   1.52969834 19.69492576],[4.18973488 1.52343849 2.31903298],[5.25158376 6.25981658 3.27570177]
Experiment_1,1x1_pixel_surface_30000_color_mode_red_frequency_13_shape_circles.mp4,30000,red,circles,13,[7.15158807 1.40816135 1.30244987],[2.26932401 2.3100485  4.68611194],[1.49464063 1.71693881 1.76165411],[9.01088996 7.65062339 5.31307639],[ 5.7477306   2.28042871 14.19565167],[1.26406231 2.2290308  1.12685862]
Experiment_1,1x1_pixel_surface_20000_color_mode_white_frequency_13_shape_circles.mp4,20000,white,circles,13,[0.83752396 1.51421104 0.66908849],[1.22946437 1.85719176 1.7960357 ],[1.14121564 1.5792893  1.18793388],[ 5.48386251  1.10653254 10.19427418],[ 6.5589645   2.28524785 13.10556173],[1.19067544 5.62996589 4.69111887]
