Folder,Video,pixel_surface,color,shape,frequency,pp1,pp2,pp3,pp4,pp5,pp6
Experiment_2,2x2_pixel_surface_20000_color_mode_red_frequency_19_shape_squares_coordinate_(480_270).mp4,20000,red,squares,19,[ 4.0922072   1.27868667 12.2889556 ],[1.08899176 6.6614683  1.96170023],[5.02233892 3.47264959 7.73028849],[4.44533874 4.72504651 0.55662878],[3.3438719  0.99026598 0.68438705],[3.62458326 0.72326942 1.14093623]
Experiment_2,2x2_pixel_surface_30000_color_mode_red_frequency_19_shape_squares_coordinate_(480_270).mp4,30000,red,squares,19,[2.4585511  7.93377399 4.52172041],[0.94249122 2.4402056  3.98907325],[2.27094385 2.24970695 1.17276502],[8.30702419 6.88441564 3.97458536],[ 1.77339024 11.29110731  8.77386946],[1.47546895 1.89450746 1.75879781]
Experiment_2,2x2_pixel_surface_10000_color_mode_white_frequency_8_shape_squares_coordinate_(1440_810).mp4,10000,white,squares,8,[0.85167498 5.95895806 2.50269232],[2.09432724 6.73958589 3.59170024],[1.48934219 1.53813889 0.99078789],[2.39202771 2.82262306 3.31114796],[7.42983871 2.10296687 4.16123647],[2.89260466 0.56390251 3.61669332]
Experiment_2,2x2_pixel_surface_20000_color_mode_red_frequency_8_shape_squares_coordinate_(1440_270).mp4,20000,red,squares,8,[1.45384672 1.38299961 2.95400577],[6.35581354 3.71566168 2.07576763],[1.98986028 3.26584826 1.32648916],[0.73983852 4.04025999 9.06272472],[1.74297348 2.31201286 0.9466147 ],[0.94733298 1.57830696 1.92713726]
Experiment_2,2x2_pixel_surface_20000_color_mode_green_frequency_8_shape_squares_coordinate_(480_810).mp4,20000,green,squares,8,[2.63426228 1.02288975 2.39728288],[16.08347308 21.82056818 17.46996645],[3.6193668  0.63177958 1.97884595],[2.4095326  0.44862309 0.72843126],[1.64590304 2.97259905 1.17048552],[0.87335727 0.47967767 2.20553463]
Experiment_2,2x2_pixel_surface_10000_color_mode_green_frequency_25_shape_squares_coordinate_(1440_810).mp4,10000,green,squares,25,[0.55498616 1.46690957 3.41845894],[2.64739041 6.16643062 0.46455215],[2.30020488 1.16331148 1.23421844],[2.18136412 2.98864886 2.67170479],[ 8.8972447  10.33196281  2.09783654],[0.83445915 3.21463452 1.2218126 ]
Experiment_2,2x2_pixel_surface_20000_color_mode_white_frequency_8_shape_squares_coordinate_(1440_270).mp4,20000,white,squares,8,[4.97700941 1.94333838 1.04109774],[1.39996531 3.20720142 2.3055805 ],[2.92394974 1.28420502 6.27204774],[2.98029091 1.82870944 1.52154475],[2.56380276 1.18484031 2.96530468],[1.30818792 1.66089699 1.62543905]
Experiment_2,2x2_pixel_surface_30000_color_mode_red_frequency_19_shape_squares_coordinate_(480_810).mp4,30000,red,squares,19,[3.55906678 2.72298151 7.42395038],[4.91343354 3.53060099 3.96740825],[3.45216587 9.49892779 0.35274949],[7.5980794  2.34879905 4.51502063],[4.94839324 1.83299103 7.27645847],[3.42546025 1.14355513 2.30040284]
Experiment_2,2x2_pixel_surface_30000_color_mode_white_frequency_13_shape_squares_coordinate_(480_270).mp4,30000,white,squares,13,[2.44047661 0.32167147 2.71273014],[4.04392855 1.70168784 6.62362676],[1.04012408 0.9973565  2.46890625],[3.64245036 5.40482574 1.97071015],[0.83288345 3.19736638 1.82089384],[ 2.5182187  12.15122163  0.69599702]
Experiment_2,2x2_pixel_surface_20000_color_mode_white_frequency_8_shape_squares_coordinate_(480_270).mp4,20000,white,squares,8,[1.88511248 2.06939661 4.60610787],[ 1.04955351 10.64163184  0.33479836],[0.8621006  1.1516355  0.64132918],[1.04793962 4.68594859 3.89192572],[2.68765471 2.39876351 2.85055737],[1.60075189 0.98890844 1.2460603 ]
Experiment_2,2x2_pixel_surface_20000_color_mode_red_frequency_8_shape_squares_coordinate_(1440_810).mp4,20000,red,squares,8,[13.71259448  7.66776096  5.57406781],[ 1.34110542 38.54764529 10.39612912],[0.79557349 4.05703106 3.02679177],[2.93153301 6.17138833 6.28871201],[1.33066015 1.12954956 1.82142991],[1.36986771 0.40590459 5.26014794]
Experiment_2,2x2_pixel_surface_20000_color_mode_green_frequency_19_shape_squares_coordinate_(1440_270).mp4,20000,green,squares,19,[3.18351412 5.56472718 1.72464558],[0.55112243 1.17699498 1.03505114],[1.87774471 1.33386643 0.517793  ],[16.06964122  5.56981952  0.25884607],[5.99120748 3.68049282 3.38540006],[1.43643794 5.75385339 1.14946607]
Experiment_2,2x2_pixel_surface_30000_color_mode_green_frequency_25_shape_squares_coordinate_(1440_270).mp4,30000,green,squares,25,[1.37053391 3.58448165 1.47562414],[1.01129542 1.02682267 1.76990817],[3.76518728 7.22889046 0.33663225],[0.25018106 1.54012777 3.07344253],[6.36025767 9.26920104 3.79203286],[4.87871863 1.30956807 1.84605953]
Experiment_2,2x2_pixel_surface_10000_color_mode_red_frequency_19_shape_squares_coordinate_(480_810).mp4,10000,red,squares,19,[1.11007448 0.60473001 3.80896667],[4.34164273 6.96992497 1.2487237 ],[0.26664748 0.55230785 1.3291249 ],[2.50553779 4.37382925 7.6164482 ],[6.23128659 2.26281458 5.9974657 ],[9.4897248 4.5239505 1.6589278]
Experiment_2,2x2_pixel_surface_30000_color_mode_red_frequency_8_shape_squares_coordinate_(1440_270).mp4,30000,red,squares,8,[1.27785079 0.2095884  3.54098631],[5.74535641 5.00847814 0.53843255],[0.97942838 1.15468285 5.65248202],[9.53851889 4.02746271 7.58160835],[ 8.83119101  1.52232519 23.12292412],[0.62138897 0.9940546  0.47690507]
Experiment_2,2x2_pixel_surface_10000_color_mode_white_frequency_13_shape_squares_coordinate_(480_270).mp4,10000,white,squares,13,[4.39613295 0.84697386 0.83281727],[ 0.64537757 17.62668848  1.16452109],[0.865667   2.1969072  1.75994563],[3.27728403 3.2307264  0.91682771],[4.43333151 2.47947441 2.23717362],[1.52179958 5.06029934 0.86361405]
Experiment_2,2x2_pixel_surface_30000_color_mode_white_frequency_19_shape_squares_coordinate_(480_270).mp4,30000,white,squares,19,[5.47000278 3.89965875 0.80264275],[24.30623085 11.63426271  1.10263213],[2.41741783 1.95243205 1.89072088],[ 6.56904376 16.38619003 27.7113001 ],[3.09609883 2.50741586 2.68256061],[14.51087076  4.21939068  4.04888304]
Experiment_2,2x2_pixel_surface_10000_color_mode_red_frequency_8_shape_squares_coordinate_(480_270).mp4,10000,red,squares,8,[1.5450156  0.75418745 3.91240895],[1.14974511 0.76088009 2.29432489],[1.65770599 5.20337638 4.44863271],[1.4050442  2.78383917 1.63667598],[2.16986907 1.61691409 1.43951858],[1.04668237 0.6264162  0.30738478]
Experiment_2,2x2_pixel_surface_30000_color_mode_white_frequency_8_shape_squares_coordinate_(480_810).mp4,30000,white,squares,8,[5.6528353  2.22151333 1.48332154],[8.65150572 4.65942935 1.30394221],[0.38212893 2.03636765 0.26624957],[1.6207471  6.04751979 1.04185818],[0.39034358 1.81638721 1.27544345],[1.96904462 1.04986915 1.00117254]
Experiment_2,2x2_pixel_surface_30000_color_mode_red_frequency_25_shape_squares_coordinate_(1440_810).mp4,30000,red,squares,25,[0.71367795 3.31027792 3.70435074],[1.39967072 0.71741665 0.7751769 ],[7.09278923 1.33783613 4.08307025],[ 4.98233185  3.73323403 14.03492667],[8.20972583 3.61757691 4.08538435],[2.2912257  3.08467774 4.09450185]
Experiment_2,2x2_pixel_surface_30000_color_mode_green_frequency_19_shape_squares_coordinate_(480_270).mp4,30000,green,squares,19,[2.28418096 5.83813004 1.78583561],[ 0.3673375   3.4020801  10.64341588],[2.82310088 0.40231036 3.55103379],[1.00400471 1.58947318 6.91779312],[1.03752275 4.64648717 3.05380201],[3.97562775 7.71376831 4.88022655]
Experiment_2,2x2_pixel_surface_20000_color_mode_green_frequency_25_shape_squares_coordinate_(1440_270).mp4,20000,green,squares,25,[0.8058844  1.67536689 0.44749124],[12.5117307   2.7303846   1.10695779],[ 3.193725    1.68375054 16.64233427],[2.72654641 6.19458266 2.06767854],[16.81271718 17.75342246  7.89604584],[1.74435863 3.80098821 4.19622792]
Experiment_2,2x2_pixel_surface_30000_color_mode_green_frequency_13_shape_squares_coordinate_(480_810).mp4,30000,green,squares,13,[3.38102264 2.45151497 1.20738886],[3.43177055 2.53425334 0.42230206],[4.73728473 3.70228513 3.84616325],[1.58554373 0.5435396  5.92171407],[3.6955672  1.33932598 2.64928456],[4.20730754 1.69410224 4.23131111]
Experiment_2,2x2_pixel_surface_20000_color_mode_red_frequency_19_shape_squares_coordinate_(480_810).mp4,20000,red,squares,19,[53.82205514  3.41240734  1.58078855],[5.78143377 1.51312311 1.12589794],[2.88820005 3.18810688 5.8358869 ],[ 2.94631424  8.291333   10.3036574 ],[3.86098744 4.98868846 6.59847413],[2.05993996 0.99096606 2.27984942]
Experiment_2,2x2_pixel_surface_30000_color_mode_white_frequency_25_shape_squares_coordinate_(1440_810).mp4,30000,white,squares,25,[3.21682762 1.24667943 1.33401728],[1.6632567  5.23949089 2.61845997],[1.02464135 5.73072272 1.16148223],[2.37527075 0.55234469 2.4182993 ],[11.512337   22.6403176  17.81812146],[1.9285558  2.52318944 7.42059753]
Experiment_2,2x2_pixel_surface_10000_color_mode_green_frequency_19_shape_squares_coordinate_(480_810).mp4,10000,green,squares,19,[2.12998669 1.17031989 3.18310661],[1.05836354 3.90659085 5.34625097],[0.72317728 2.65674191 0.41830527],[2.16332327 4.52644143 2.04557517],[1.77645694 3.48855318 0.77641948],[3.13133895 1.41729562 1.11301297]
Experiment_2,2x2_pixel_surface_10000_color_mode_green_frequency_25_shape_squares_coordinate_(480_810).mp4,10000,green,squares,25,[2.71431381 2.44634379 0.47419094],[ 1.74867805 12.64241996  3.30438867],[2.48885867 3.00835157 2.26152227],[8.02563382 4.68795015 1.8871659 ],[19.76147977  2.57513942  1.83907477],[2.34787885 0.47565548 1.32904252]
Experiment_2,2x2_pixel_surface_20000_color_mode_green_frequency_13_shape_squares_coordinate_(480_810).mp4,20000,green,squares,13,[0.88490381 2.59019794 1.38198255],[0.82867288 0.19432948 5.38450472],[2.83075071 1.7876546  1.17115283],[2.61542592 3.88863625 0.8951907 ],[2.4605616  1.39983616 0.76096734],[7.28031688 3.0199263  7.17794746]
Experiment_2,2x2_pixel_surface_20000_color_mode_white_frequency_13_shape_squares_coordinate_(480_810).mp4,20000,white,squares,13,[0.45130264 0.96523944 0.85926361],[3.98423851 2.343393   7.8651703 ],[1.12672353 1.30652989 7.44969145],[15.87272459  1.96613206  3.207063  ],[3.74446986 1.77251797 3.08395063],[6.4716753  3.51093172 7.43030139]
Experiment_2,2x2_pixel_surface_30000_color_mode_red_frequency_8_shape_squares_coordinate_(1440_810).mp4,30000,red,squares,8,[1.12305397 2.4131134  3.80025065],[9.21127208 9.6374394  2.97369092],[1.65162002 2.79350051 2.32309935],[3.04900195 0.29561373 1.6443435 ],[3.67293347 1.11093025 0.9545713 ],[3.23657697 1.12769844 1.42726712]
Experiment_2,2x2_pixel_surface_10000_color_mode_white_frequency_25_shape_squares_coordinate_(480_270).mp4,10000,white,squares,25,[5.71407949 4.30769932 3.33959543],[1.68312247 2.74393537 1.05271323],[0.86225893 4.27169436 0.9263118 ],[1.57743424 3.33715467 2.28288784],[8.08924854 3.48566109 7.96029338],[1.09809798 7.28322022 0.55402343]
Experiment_2,2x2_pixel_surface_30000_color_mode_green_frequency_25_shape_squares_coordinate_(480_810).mp4,30000,green,squares,25,[3.30951108 4.44836947 1.19791823],[0.49878528 0.25645017 1.86618843],[4.24515837 2.38571045 2.90492891],[6.61043114 1.53058227 5.14015969],[26.01509874  6.17846777  7.47911042],[6.37694932 2.38859803 5.50630446]
Experiment_2,2x2_pixel_surface_10000_color_mode_green_frequency_13_shape_squares_coordinate_(480_810).mp4,10000,green,squares,13,[2.63246226 2.83283788 0.76276347],[1.41252138 0.89981656 5.22954522],[0.75286722 0.72231545 1.66764821],[0.89436527 0.12467717 1.20844369],[4.52748377 4.28697207 2.84563739],[5.05049039 1.62508152 1.78086382]
Experiment_2,2x2_pixel_surface_10000_color_mode_green_frequency_8_shape_squares_coordinate_(1440_270).mp4,10000,green,squares,8,[5.5077034  3.76973877 2.00726129],[ 8.75393752 14.25698599  7.99037969],[2.33248115 1.4913987  1.26790686],[7.61617324 4.36613671 2.3215274 ],[0.76788094 2.46964888 5.658485  ],[3.64104755 1.57260727 1.31431679]
Experiment_2,2x2_pixel_surface_30000_color_mode_white_frequency_25_shape_squares_coordinate_(1440_270).mp4,30000,white,squares,25,[1.76317095 2.48984614 5.08814703],[6.0255011  7.77671435 4.22572484],[4.66981425 4.33238522 3.3613236 ],[2.11333337 0.57609372 2.89931275],[ 7.81467165 19.41867724 10.72250916],[1.82159376 6.79020741 1.87708447]
Experiment_2,2x2_pixel_surface_10000_color_mode_red_frequency_13_shape_squares_coordinate_(480_810).mp4,10000,red,squares,13,[0.79926253 1.1707303  0.81540474],[1.763362   1.0128293  3.40687245],[3.92899316 1.19187462 0.87908756],[3.37566101 5.08607169 3.13033267],[4.575258   0.93681068 0.81765761],[0.80127156 0.53487453 1.05018576]
Experiment_2,2x2_pixel_surface_20000_color_mode_red_frequency_25_shape_squares_coordinate_(480_810).mp4,20000,red,squares,25,[2.53351722 1.68330627 4.90747348],[9.55446526 5.67677782 0.81010106],[1.72291151 0.53760059 2.78467512],[0.83251494 6.2102561  2.49490813],[1.57180287 2.62020539 1.57358321],[4.17678319 0.62959057 0.52700702]
Experiment_2,2x2_pixel_surface_20000_color_mode_red_frequency_25_shape_squares_coordinate_(1440_270).mp4,20000,red,squares,25,[1.91864927 7.52689085 1.71561721],[4.48447598 2.33927145 3.87186124],[9.96478128 3.1686274  9.28015026],[7.70137685 5.11149992 2.73951532],[3.16666554 7.78005686 2.03521045],[3.38884525 2.88921138 3.87661189]
