TRIAL_INDEX,VIDEO_NAME,BLOCK,PIXEL_SURFACE,COLOR,SHAPE,FREQUENCY,DISPLAYED_FRAMES,DROPPED_FRAMES,MAX_SNR,FREQUENCY_SAMPLED_AT,MEAN_GAZE_DISTANCE,AVERAGE_GAZE_DISTANCE,VARIANCE_GAZE_DISTANCE,MEAN_GAZE_ANGLE,AVERAGE_GAZE_ANGLE,VARIANCE_GAZE_ANGLE,MEAN_X,X_AVERAGE,X,X_VARIANCE,Y_MEAN,Y_AVERAGE,Y,Y_VARIANCE,NUMBER_OF_GAZE_POINTS,POINTS_ON_TARGET
1,1x1_pixel_surface_20000_color_mode_red_frequency_19_shape_squares.mp4,1,20000,red,squares,19,226,12,9.692391898817858,18.85,73.99951612393178,73.99951612393178,97.19748040509266,-2.2085948054289926,-2.2085948054289926,0.028159082905198606,916.9501257861635,916.9501257861635,960.0,88.90146602191369,481.0589748427673,481.0589748427673,540.0,156.8882845465369,7950.0,6348.0
2,1x1_pixel_surface_10000_color_mode_red_frequency_25_shape_triangles.mp4,1,10000,red,triangles,25,227,11,3.5664572839467015,25.15,35.51216405886038,35.51216405886038,123.0627731057065,-0.5288076999636968,-0.5288076999636968,7.339333970510806,928.0678992968358,928.0678992968358,960.0,156.65563171210903,536.7650929181315,536.7650929181315,540.0,197.39725839166755,7964.0,6541.0
3,1x1_pixel_surface_10000_color_mode_white_frequency_19_shape_triangles.mp4,1,10000,white,triangles,19,226,12,12.417223300889319,19.15,30.041694023406418,30.041694023406418,125.60096977710589,-2.0425165735747237,-2.0425165735747237,1.0402202541244174,942.3064414866901,942.3064414866901,960.0,61.73881774883634,517.3259919638373,517.3259919638373,540.0,139.19287853634927,7964.0,7627.0
4,1x1_pixel_surface_10000_color_mode_green_frequency_8_shape_circles.mp4,1,10000,green,circles,8,226,12,3.778566922214005,8.15,40.95624110288489,40.95624110288489,154.5266328870152,0.042432601883338424,0.042432601883338424,4.697103197942381,946.424616062437,946.424616062437,960.0,860.0735377428236,541.330589123867,541.330589123867,540.0,785.8052639530338,7944.0,6999.0
5,1x1_pixel_surface_30000_color_mode_red_frequency_25_shape_squares.mp4,2,30000,red,squares,25,224,14,11.478949127864409,24.85,43.88094945399434,43.88094945399434,1272.2021870541935,-1.4426448063364543,-1.4426448063364543,1.042253794865871,940.1318044734859,940.1318044734859,960.0,1748.4862648011765,513.9117114852977,513.9117114852977,540.0,373.90965613088343,7958.0,7927.0
6,1x1_pixel_surface_30000_color_mode_white_frequency_19_shape_circles.mp4,2,30000,white,circles,19,227,11,5.771730991397119,18.85,29.11670234276879,29.11670234276879,57.45557727817579,-1.169563545437639,-1.169563545437639,2.61420887507502,953.0288858148893,953.0288858148893,960.0,185.5680023803219,523.126597082495,523.126597082495,540.0,386.3617712169331,7952.0,7952.0
7,1x1_pixel_surface_20000_color_mode_white_frequency_25_shape_squares.mp4,2,20000,white,squares,25,227,11,11.534707136478039,25.15,19.582441465744257,19.582441465744257,84.40042752429704,-1.3031660802349512,-1.3031660802349512,4.744210442953587,944.5140354182366,944.5140354182366,960.0,154.28717395654513,535.6754333082141,535.6754333082141,540.0,55.06829122771749,7962.0,7962.0
8,1x1_pixel_surface_30000_color_mode_red_frequency_13_shape_triangles.mp4,2,30000,red,triangles,13,226,12,11.147475990822945,12.85,34.707533947151795,34.707533947151795,254.69086370911626,-1.4094141508082845,-1.4094141508082845,0.5718681389498642,958.0963980387227,958.0963980387227,960.0,66.72133068944046,507.55773195876293,507.55773195876293,540.0,336.457989625916,7954.0,7954.0
9,1x1_pixel_surface_10000_color_mode_red_frequency_8_shape_circles.mp4,2,10000,red,circles,8,226,12,2.558228789371501,8.0,22.75872429645891,22.75872429645891,108.8122651744015,-0.5470115020394344,-0.5470115020394344,4.9905376835322315,945.4858033240997,945.4858033240997,960.0,102.13478743701741,536.9683014354067,536.9683014354067,540.0,304.7839080063415,7942.0,7920.0
10,1x1_pixel_surface_20000_color_mode_red_frequency_13_shape_circles.mp4,2,20000,red,circles,13,226,12,7.014868536746764,12.85,22.933425677059237,22.933425677059237,101.44173671480007,-0.7970785137076364,-0.7970785137076364,2.76206677663809,961.4002012578616,961.4002012578616,960.0,274.9631314060362,527.2885597484277,527.2885597484277,540.0,188.8793417621534,7950.0,7950.0
