TRIAL_INDEX,VIDEO_NAME,BLOCK,PIXEL_SURFACE,COLOR,SHAPE,FREQUENCY,DISPLAYED_FRAMES,DROPPED_FRAMES,MAX_SNR,FREQUENCY_SAMPLED_AT,MEAN_GAZE_DISTANCE,AVERAGE_GAZE_DISTANCE,VARIANCE_GAZE_DISTANCE,MEAN_GAZE_ANGLE,AVERAGE_GAZE_ANGLE,VARIANCE_GAZE_ANGLE,MEAN_X,X_AVERAGE,X,X_VARIANCE,Y_MEAN,Y_AVERAGE,Y,Y_VARIANCE,NUMBER_OF_GAZE_POINTS,POINTS_ON_TARGET
1,1x1_pixel_surface_30000_color_mode_white_frequency_19_shape_triangles.mp4,1,30000,white,triangles,19,226,12,1.8410256254142832,19.15,,,,,,,,,,,,,,,,
2,1x1_pixel_surface_10000_color_mode_green_frequency_25_shape_circles.mp4,1,10000,green,circles,25,226,12,0.4331060848585261,24.85,,,,,,,,,,,,,,,,
3,1x1_pixel_surface_30000_color_mode_green_frequency_19_shape_triangles.mp4,1,30000,green,triangles,19,227,11,1.1893834781539223,19.15,,,,,,,,,,,,,,,,
4,1x1_pixel_surface_20000_color_mode_red_frequency_8_shape_circles.mp4,1,20000,red,circles,8,225,13,4.442585931981316,7.85,,,,,,,,,,,,,,,,
5,1x1_pixel_surface_10000_color_mode_red_frequency_8_shape_circles.mp4,2,10000,red,circles,8,225,12,1.4162976552572843,7.85,50.4374668933021,50.4374668933021,9737.25200022186,1.5735845940512203,1.5735845940512203,0.9047061676999455,959.5136759142497,959.5136759142497,960.0,380.22743308286255,587.849892812106,587.849892812106,540.0,9611.113880505536,7930.0,7284.0
6,1x1_pixel_surface_20000_color_mode_red_frequency_19_shape_triangles.mp4,2,20000,red,triangles,19,226,12,13.972754396644302,18.85,20.65969350085301,20.65969350085301,83.80969227744505,1.1396962975772305,1.1396962975772305,4.0951608649895554,949.8938253768844,949.8938253768844,960.0,24.253511183074608,553.6789824120603,553.6789824120603,540.0,197.1297913011982,7960.0,7960.0
7,1x1_pixel_surface_20000_color_mode_green_frequency_13_shape_triangles.mp4,2,20000,green,triangles,13,226,12,3.18155044556453,12.85,,,,,,,,,,,,,,,,
8,1x1_pixel_surface_30000_color_mode_green_frequency_8_shape_circles.mp4,2,30000,green,circles,8,223,15,2.864502088960519,8.0,,,,,,,,,,,,,,,,
9,1x1_pixel_surface_20000_color_mode_green_frequency_25_shape_circles.mp4,2,20000,green,circles,25,227,11,1.3814439061794657,25.15,53.72188769977654,53.72188769977654,6512.404468450586,0.9842184266735575,0.9842184266735575,2.1307264134563826,960.8449308176101,960.8449308176101,960.0,536.3776755612514,583.0898553459119,583.0898553459119,540.0,7004.618469098571,7950.0,7075.0
10,1x1_pixel_surface_20000_color_mode_green_frequency_8_shape_triangles.mp4,2,20000,green,triangles,8,225,13,1.6715895807486971,8.15,,,,,,,,,,,,,,,,
